# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.5.3
#@/tick	7235
#@/user_id	ISuthRain
fu hao 	富豪	c=3 d=0.628305 t=7235
fu hao 	符號	c=5 d=2.3405 t=7235
fu le 	服了	c=1 d=0.527292 t=7235
fu po 	富婆	c=1 d=0.980199 t=7235
fu qin 	父親	c=1 d=0.900325 t=7235
fu weng 	富翁	c=1 d=0.955997 t=7235
fu wu qi 	服務器	c=2 d=0.23629 t=7235
fu ze 	負責	c=2 d=0.185049 t=7235
fu zhi 	複製	c=8 d=0.900816 t=7235
gai 	改	c=6 d=1.0152 t=7235
gai 	該	c=1 d=0.548812 t=7235
gai lv 	概率	c=2 d=1.46691 t=7235
gai nian 	概念	c=1 d=0.0668703 t=7235
gan 	幹	c=4 d=0.630122 t=7235
gan 	敢	c=6 d=1.60283 t=7235
gan 	甘	c=1 d=1 t=7074
gan 	趕	c=2 d=0.442639 t=7235
gan bei 	乾杯	c=9 d=0.986426 t=7235
gan dao 	感到	c=2 d=0.29671 t=7235
gan diao 	幹掉	c=1 d=0.0773047 t=7235
gan fan 	乾飯	c=1 d=0.951229 t=7235
gan ga 	尷尬	c=2 d=0.631342 t=7235
gan gai 	感概	c=1 d=0.0925506 t=7235
gan jiao 	感覺	c=11 d=1.36945 t=7235
gan ma 	幹嘛	c=1 d=0.102284 t=7235
gan si dui 	敢死隊	c=3 d=0.172669 t=7235
gan ta 	幹他	c=0 d=0.0436049 t=7235
gan ta ya 	幹他呀	c=1 d=0.438235 t=7235
gan xie 	感謝	c=1 d=0.308819 t=7235
gang 	剛	c=4 d=0.895763 t=7235
gang cai 	剛纔	c=2 d=0.819622 t=7235
gang chu lai 	剛出來	c=1 d=0.802519 t=7235
gang gang hao 	剛剛好	c=1 d=0.826959 t=7235
gang hao 	剛好	c=1 d=0.102284 t=7235
gang kai shi 	剛開始	c=1 d=0.0269169 t=7235
gao 	告	c=1 d=0.17552 t=7235
gao 	搞	c=7 d=1.24571 t=7235
gao 	高	c=11 d=1.67605 t=7235
gao bu ding 	搞不定	c=1 d=0.337902 t=7235
gao liang 	高亮	c=3 d=1.65216 t=7235
gao qiang 	高牆	c=1 d=0.188247 t=7235
gao su 	告訴	c=7 d=1.06837 t=7235
gao su 	高速	c=1 d=0.203926 t=7235
gao xiao 	搞笑	c=1 d=0.414783 t=7235
gao xiao 	高校	c=1 d=0.188247 t=7235
gao zhi 	告知	c=0 d=0.0207008 t=7235
ge 	個	c=12 d=1.31753 t=7235
ge 	哥	c=7 d=1.3582 t=7235
ge ai 	割愛	c=1 d=0.151072 t=7235
ge bi 	隔壁	c=1 d=0.392733 t=7235
ge bi qun 	隔壁羣	c=2 d=0.554327 t=7235
ge ge 	各個	c=1 d=0.160414 t=7235
ge ge 	哥哥	c=1 d=0.159614 t=7235
ge li 	格力	c=1 d=0.537944 t=7235
ge ming 	革命	c=1 d=0.0127147 t=7235
ge ren 	個人	c=3 d=0.615697 t=7235
ge shi 	格式	c=1 d=0.0632918 t=7235
ge yue 	個月	c=1 d=0.031273 t=7235
ge zhong 	各種	c=6 d=1.22835 t=7235
gei 	給	c=3 d=0.802907 t=7235
gei le 	給了	c=1 d=0.429557 t=7235
gei ni 	給你	c=3 d=0.496585 t=7235
gei wo 	給我	c=3 d=0.197345 t=7235
gen 	跟	c=5 d=0.715338 t=7235
gen ben 	根本	c=1 d=0.0523397 t=7235
gen ju 	根據	c=4 d=0.379083 t=7235
gen ni 	跟你	c=3 d=0.536842 t=7235
gen wo 	跟我	c=1 d=0.0187793 t=7235
geng 	更	c=2 d=0.533246 t=7235
geng gai 	更改	c=2 d=1.19632 t=7235
geng hao 	更好	c=2 d=0.0787274 t=7235
geng huan 	更換	c=1 d=0.45612 t=7235
geng rang ren 	更讓人	c=1 d=0.279431 t=7235
geng xin 	更新	c=3 d=1.22996 t=7235
geng xin ma 	更新嗎	c=1 d=0.932394 t=7235
geng xing 	更姓	c=1 d=0.29523 t=7235
geng zao 	更糟	c=1 d=0.00436124 t=7235
gong cheng 	工程	c=2 d=0.831104 t=7235
gong fu 	功夫	c=1 d=0.215135 t=7235
gong ju 	工具	c=1 d=0.298197 t=7235
gong min 	公民	c=1 d=1 t=7226
gong neng 	功能	c=5 d=1.65761 t=7235
gong shi 	共識	c=1 d=0.379083 t=7235
gong si 	公司	c=3 d=0.431711 t=7235
gong wang 	公網	c=6 d=0.627994 t=7235
gong xian 	貢獻	c=1 d=0.349938 t=7235
gong xiang 	共享	c=1 d=0.847894 t=7235
gong zi 	工資	c=2 d=0.535261 t=7235
gong zuo 	工作	c=4 d=0.367879 t=7235
gou 	夠	c=5 d=0.558446 t=7235
gou 	狗	c=5 d=1.16929 t=7235
gou ge 	狗哥	c=1 d=0.932394 t=7235
gou huo 	篝火	c=1 d=0.628135 t=7235
gou huo 	苟活	c=1 d=0.631284 t=7235
gou mai 	購買	c=1 d=0.210136 t=7235
gu ding 	固定	c=3 d=1.226 t=7235
gu er 	孤兒	c=1 d=0.806541 t=7235
gu ge 	谷歌	c=1 d=0.115325 t=7235
gu ji 	估計	c=1 d=0.0417941 t=7235
gu shi 	故事	c=1 d=0.247833 t=7235
gu zi 	骨子	c=0 d=0.0154124 t=7235
gu zi yan 	骨子眼	c=1 d=0.154896 t=7235
gua 	掛	c=4 d=0.294119 t=7235
gua zhe 	掛着	c=1 d=0.25924 t=7235
guan 	關	c=2 d=0.548812 t=7235
guan bi 	關閉	c=5 d=0.54155 t=7235
guan cha 	觀察	c=1 d=0.232236 t=7235
guan fang 	官方	c=3 d=0.693335 t=7235
guan jian 	關鍵	c=1 d=0.913931 t=7235
guan jian shi qi 	關鍵時期	c=1 d=0.360595 t=7235
guan li 	管理	c=8 d=0.977091 t=7235
guan li yuan 	管理員	c=1 d=0.25924 t=7235
guan xi 	關係	c=1 d=0.018968 t=7235
guan yong 	管用	c=1 d=0.0443785 t=7235
guan yu 	關於	c=3 d=0.737234 t=7235
guang 	光	c=1 d=0.353455 t=7235
guang biao 	光標	c=13 d=2.80859 t=7235
guang dong 	廣東	c=2 d=0.0257109 t=7235
guang gao 	廣告	c=4 d=1.90675 t=7235
gui 	歸	c=1 d=0.149569 t=7235
gui 	貴	c=1 d=0.256661 t=7235
gui 	鬼	c=2 d=0.467666 t=7235
gui gu 	硅谷	c=2 d=0.065766 t=7235
gui ling 	歸零	c=2 d=1.2585 t=7235
gui wei 	歸爲	c=1 d=0.242926 t=7235
gui zi 	櫃子	c=1 d=0.224249 t=7235
guo 	果	c=1 d=1 t=7219
guo 	過	c=10 d=2.35488 t=7235
guo 	鍋	c=1 d=0.442639 t=7235
guo ji ban 	國際版	c=1 d=1 t=7191
guo jia 	國家	c=1 d=0.694197 t=7235
guo lai 	過來	c=2 d=0.562705 t=7235
guo nei 	國內	c=1 d=0.810584 t=7235
guo qi 	國企	c=1 d=0.228779 t=7235
guo qi le 	過期了	c=1 d=0.229925 t=7235
guo qu 	過去	c=1 d=0.0466538 t=7235
guo qu le 	過去了	c=1 d=0.279431 t=7235
guo zhao 	過招	c=1 d=0.647265 t=7235
ha 	哈	c=1 d=0.143704 t=7235
ha ha 	哈哈	c=5 d=1.19005 t=7235
ha ha ha 	哈哈哈	c=4 d=0.83527 t=7235
hai 	海	c=0 d=0.0873716 t=7235
hai 	還	c=18 d=1.69174 t=7235
hai bu 	還不	c=1 d=0.0152184 t=7235
hai bu cuo 	還不錯	c=2 d=0.617586 t=7235
hai bu hui 	還不會	c=1 d=0.0127784 t=7235
hai bu jin lai 	還不進來	c=1 d=0.00887071 t=7235
hai bu shi 	還不是	c=2 d=0.722527 t=7235
hai de 	還得	c=1 d=0.189191 t=7235
hai duo 	還多	c=2 d=0.540641 t=7235
hai hao 	還好	c=3 d=0.187398 t=7235
hai hao ba 	還好吧	c=1 d=0.882497 t=7235
hai mei 	還沒	c=3 d=0.548812 t=7235
hai pa 	害怕	c=4 d=0.804914 t=7235
hai shi 	還是	c=16 d=0.892561 t=7235
hai shuo 	還說	c=2 d=0.152725 t=7235
hai xiang 	還想	c=1 d=0.254107 t=7235
hai yao 	還要	c=1 d=0.0997588 t=7235
hai you 	還有	c=1 d=0.0502874 t=7235
hai zei wang 	海賊王	c=11 d=2.83673 t=7235
hai zhen shi 	還真是	c=1 d=0.427415 t=7235
han 	喊	c=6 d=1.18246 t=7235
han 	寒	c=1 d=0.458406 t=7235
han 	焊	c=1 d=0.810584 t=7235
han guo 	韓國	c=8 d=4.81484 t=7235
han hua 	漢化	c=1 d=0.285076 t=7235
han jia 	喊價	c=1 d=0.0231676 t=7235
han qiong 	喊窮	c=1 d=0.612626 t=7235
han shu 	函數	c=12 d=1.38506 t=7235
han yu 	漢語	c=1 d=0.97531 t=7235
hang 	行	c=3 d=0.309437 t=7235
hang jia 	行家	c=1 d=0.0204453 t=7235
hao 	好	c=22 d=3.31931 t=7235
hao 	號	c=9 d=1.6267 t=7235
hao 	豪	c=3 d=0.174926 t=7235
hao ba 	好吧	c=3 d=0.351692 t=7235
hao chu 	好處	c=2 d=0.269481 t=7235
hao de 	好的	c=6 d=1.352 t=7235
hao dong 	好動	c=1 d=0.00194013 t=7235
hao duo 	好多	c=3 d=0.708971 t=7235
hao gao 	好高	c=1 d=0.264477 t=7235
hao hao 	好好	c=1 d=0.307279 t=7235
hao ji nian 	好幾年	c=1 d=0.0049667 t=7235
hao jiu 	好久	c=1 d=0.120633 t=7235
hao kan 	好看	c=2 d=0.10728 t=7235
hao keng 	好坑	c=1 d=0.965605 t=7235
hao la 	好啦	c=1 d=0.565525 t=7235
hao le 	好了	c=3 d=0.620376 t=7235
hao lei 	好累	c=1 d=0.392586 t=7235
hao lie 	好咧	c=3 d=0.678639 t=7235
hao ma 	號碼	c=1 d=0.0107269 t=7235
hao qi 	好氣	c=1 d=0.344728 t=7235
hao ri zi 	好日子	c=1 d=0.0205478 t=7235
hao shao 	好少	c=1 d=0.477114 t=7235
hao shi 	好事	c=4 d=0.694197 t=7235
hao shi shi 	好事是	c=1 d=0.0277367 t=7235
hao shuai 	豪帥	c=1 d=0.650509 t=7235
hao si 	好似	c=1 d=0.209088 t=7235
hao tou 	好頭	c=1 d=0.0333733 t=7235
hao xi 	好戲	c=1 d=0.275271 t=7235
hao xiang 	好像	c=3 d=0.970513 t=7235
hao xiang ni 	好想你	c=1 d=0.0902655 t=7235
hao xiao 	好笑	c=1 d=0.759572 t=7235
hao xiao xi 	好消息	c=1 d=0.18452 t=7235
hao yong 	好用	c=4 d=1.23965 t=7235
he 	和	c=11 d=1.25675 t=7235
he yue 	合約	c=1 d=0.588605 t=7235
hei an 	黑暗	c=1 d=0.194952 t=7235
hei ke 	黑客	c=1 d=0.0213864 t=7235
hei ke song 	黑客松	c=2 d=0.0224829 t=7235
hen 	很	c=12 d=1.59671 t=7235
hen da 	很大	c=1 d=0.0837432 t=7235
hen duo 	很多	c=3 d=0.823778 t=7235
hen hao 	很好	c=2 d=0.0448245 t=7235
hen jiu 	很久	c=1 d=0.985112 t=7235
hen kuai 	很快	c=1 d=0.603506 t=7235
hen nan 	很難	c=1 d=0.0393602 t=7235
hen qi guai 	很奇怪	c=1 d=0.0682212 t=7235
hen xiang 	很像	c=1 d=0.551563 t=7235
hen you 	很有	c=2 d=0.415177 t=7235
hen zao 	很早	c=3 d=0.738899 t=7235
hong 	宏	c=1 d=0.873716 t=7235
hou 	後	c=3 d=0.976082 t=7235
hou mian 	後面	c=1 d=0.133989 t=7235
hou tian 	後天	c=1 d=0.562705 t=7235
hou xuan ci 	候選詞	c=1 d=0.160414 t=7235
hou yi zheng 	後遺症	c=1 d=0.282239 t=7235
hu 	胡	c=2 d=1.42441 t=7235
hu fang kao 	虎坊烤	c=1 d=0.625002 t=7235
hu lve 	忽略	c=2 d=1.07861 t=7235
hu ya 	虎牙	c=1 d=0.891366 t=7235
hua 	化	c=1 d=0.063609 t=7235
hua 	花	c=1 d=0.246597 t=7235
hua 	話	c=13 d=1.22912 t=7235
hua ji 	滑稽	c=1 d=0.33454 t=7235
hua shuo 	話說	c=1 d=0.937067 t=7235
huai yi 	懷疑	c=2 d=1.00114 t=7235
huai yi na 	懷疑那	c=1 d=0.489192 t=7235
huan 	換	c=4 d=1.41202 t=7235
huan cheng 	換成	c=3 d=0.32628 t=7235
huan hang 	換行	c=6 d=1.66252 t=7235
huan jing 	環境	c=5 d=0.655073 t=7235
huang 	黃	c=2 d=0.349819 t=7235
huang jin 	黃金	c=1 d=0.163654 t=7235
huang miao 	荒謬	c=1 d=0.244143 t=7235
huang shan 	黃鱔	c=1 d=0.272532 t=7235
hui 	會	c=11 d=0.737256 t=7235
hui bu hui 	會不會	c=2 d=0.204522 t=7235
hui dao 	回到	c=1 d=0.00778933 t=7235
hui de 	會的	c=0 d=0.00130365 t=7235
hui de la 	會的啦	c=1 d=0.0131019 t=7235
hui fu 	回覆	c=2 d=0.97506 t=7235
hui fu 	恢復	c=1 d=1 t=7194
hui lai 	回來	c=4 d=0.776947 t=7235
hui lv 	匯率	c=1 d=0.01649 t=7235
hui qi 	晦氣	c=2 d=0.843665 t=7235
hui shi 	回事	c=1 d=0.114178 t=7235
hui you 	會有	c=3 d=1.1349 t=7235
huo 	貨	c=3 d=1.2933 t=7235
huo xia qu 	活下去	c=1 d=0.0238732 t=7235
huo xu 	或許	c=2 d=0.674195 t=7235
huo zhe 	或者	c=2 d=0.131421 t=7235
ji 	幾	c=0 d=0.0782705 t=7235
ji 	雞	c=1 d=0.0867261 t=7235
ji ben 	基本	c=2 d=0.985112 t=7235
ji chang 	機場	c=1 d=1.08905 t=7235
ji chu 	基礎	c=1 d=0.900325 t=7235
ji dan 	雞蛋	c=1 d=0.694197 t=7235
ji de 	記得	c=3 d=1.14955 t=7235
ji dong 	激動	c=1 d=0.290937 t=7235
ji dong bu 	激動不	c=1 d=0.704688 t=7235
ji fen 	雞粉	c=1 d=0.683861 t=7235
ji ge 	幾個	c=0 d=0.0158817 t=7235
ji hui 	機會	c=3 d=0.544291 t=7235
ji jian 	幾件	c=1 d=0.501576 t=7235
ji ke 	即可	c=1 d=0.00207043 t=7235
ji le 	雞肋	c=3 d=1.28404 t=7235
ji lu 	記錄	c=1 d=1 t=6920
ji qing 	激情	c=2 d=0.092089 t=7235
ji shi 	即使	c=1 d=0.491644 t=7235
ji shi 	即是	c=0 d=0.0603506 t=7235
ji shi 	既是	c=1 d=0.00806679 t=7235
ji shou 	棘手	c=1 d=0.00509243 t=7235
ji shu 	技術	c=3 d=0.127454 t=7235
ji shu yuan 	技術員	c=1 d=0.0325493 t=7235
ji suan 	計算	c=1 d=0.860708 t=7235
ji suan ji 	計算機	c=1 d=0.951229 t=7235
ji suan qi 	計算器	c=1 d=0.438235 t=7235
ji tian 	幾天	c=1 d=0.0850088 t=7235
ji tian 	祭天	c=2 d=1.2188 t=7235
ji xi 	繼襲	c=1 d=0.0582718 t=7235
ji xie 	機械	c=1 d=0.0243554 t=7235
ji xu 	急需	c=1 d=0.65377 t=7235
ji xu 	繼續	c=5 d=0.83979 t=7235
jia 	假	c=1 d=0.481909 t=7235
jia 	價	c=3 d=1.63342 t=7235
jia 	家	c=2 d=0.433348 t=7235
jia ban 	加班	c=3 d=0.847676 t=7235
jia chang ku 	家常褲	c=1 d=0.557106 t=7235
jia ge 	價格	c=7 d=1.09267 t=7235
jia jin qu 	加進去	c=1 d=0.634448 t=7235
jia mi 	加密	c=9 d=0.0329523 t=7235
jia ren 	家人	c=3 d=2.17912 t=7235
jia ting 	家庭	c=7 d=0.319351 t=7235
jia you 	加油	c=1 d=0.0208584 t=7235
jia zai 	加載	c=6 d=1.94911 t=7235
jia zhi 	價值	c=1 d=0.960789 t=7235
jia zhuang 	假裝	c=1 d=0.559898 t=7235
jian 	減	c=1 d=0.194952 t=7235
jian 	見	c=2 d=0.0365162 t=7235
jian 	鍵	c=15 d=0.587476 t=7235
jian 	間	c=1 d=0.0124629 t=7235
jian ce 	檢測	c=4 d=0.434531 t=7235
jian cha 	檢查	c=6 d=0.374838 t=7235
jian dan 	簡單	c=3 d=0.126476 t=7235
jian die 	間諜	c=3 d=1.75458 t=7235
jian kang 	健康	c=1 d=0.882497 t=7235
jian li 	建立	c=1 d=0.00404611 t=7235
jian qun 	建羣	c=2 d=0.203571 t=7235
jian rong 	兼容	c=3 d=1.41656 t=7235
jian shi 	簡史	c=4 d=2.2055 t=7235
jian shi 	見識	c=1 d=0.247833 t=7235
jian ti 	簡體	c=2 d=1.97045 t=7235
jian tie ban 	剪貼板	c=1 d=1 t=6905
jian yi 	建議	c=4 d=1.00999 t=7235
jiang 	將	c=4 d=0.869532 t=7235
jiang 	講	c=1 d=0.196912 t=7235
jiang ji 	降級	c=1 d=1 t=7235
jiang li 	獎勵	c=2 d=0.331686 t=7235
jiang na ge 	將那個	c=1 d=0.621885 t=7235
jiao 	叫	c=3 d=1.39946 t=7235
jiao 	教	c=1 d=0.0116203 t=7235
jiao cheng 	教程	c=4 d=0.960161 t=7235
jiao huan 	交換	c=1 d=0.382893 t=7235
jiao shi 	教師	c=1 d=0.647265 t=7235
jiao wo 	叫我	c=2 d=0.774951 t=7235
jiao xun 	教訓	c=1 d=0.219808 t=7235
jiao yi 	交易	c=4 d=0.133446 t=7235
jiao yi suo 	交易所	c=4 d=2.23771 t=7235
jie 	借	c=1 d=0.88692 t=7235
jie 	傑	c=2 d=0.338052 t=7235
jie 	姐	c=2 d=0.438252 t=7235
jie 	接	c=1 d=0.0153752 t=7235
jie dian 	節點	c=9 d=1.0096 t=7235
jie feng 	解封	c=1 d=0.00677172 t=7235
jie gou 	結構	c=1 d=0.985112 t=7235
jie guo 	結果	c=3 d=0.404901 t=7235
jie jue 	解決	c=6 d=1.74637 t=7235
jie kou 	藉口	c=1 d=0.458406 t=7235
jie mi 	解密	c=1 d=0.008271 t=7235
jie mian 	界面	c=1 d=0.970446 t=7235
jie shao 	介紹	c=2 d=0.700439 t=7235
jie shou 	接受	c=4 d=2.44094 t=7235
jie shou 	接手	c=2 d=1.15117 t=7235
jie shu 	結束	c=2 d=0.325795 t=7235
jie tu 	截圖	c=1 d=0.0982736 t=7235
jie xia lai 	接下來	c=1 d=0.543351 t=7235
jie yong 	借用	c=2 d=0.0159709 t=7235
jin 	近	c=2 d=0.848372 t=7235
jin 	進	c=3 d=0.540641 t=7235
jin bu 	進步	c=1 d=0.0124007 t=7235
jin chang 	進場	c=1 d=0.0403566 t=7235
jin jin shi 	僅僅是	c=1 d=0.268474 t=7235
jin kao 	進考	c=1 d=0.183599 t=7235
jin lai 	進來	c=0 d=0.000882647 t=7235
jin nian 	今年	c=2 d=0.486752 t=7235
jin qing 	盡情	c=1 d=0.0131994 t=7235
jin qing qi dai 	盡情期待	c=1 d=0.0280154 t=7235
jin qu 	進去	c=1 d=0.146607 t=7235
jin ru 	進入	c=2 d=1.02605 t=7235
jin tian 	今天	c=7 d=0.981257 t=7235
jin xing 	進行	c=3 d=0.815381 t=7235
jin yi bu 	進一步	c=1 d=0.0130365 t=7235
jin yong 	禁用	c=1 d=0.0424151 t=7235
jin yong fen 	禁用份	c=1 d=0.0611149 t=7235
jin zhi 	禁止	c=1 d=1 t=7137
jing 	驚	c=1 d=1 t=7234
jing cai 	精彩	c=1 d=0.0176857 t=7235
jing chang 	經常	c=1 d=1 t=6939
jing dian 	經典	c=2 d=0.199879 t=7235
jing gao 	警告	c=1 d=1 t=7149
jing ji 	經濟	c=1 d=0.88692 t=7235
jing pian 	鏡片	c=2 d=1.40263 t=7235
jing ran 	竟然	c=2 d=0.891366 t=7235
jing tong 	精通	c=1 d=0.537944 t=7235
jing xiang 	鏡像	c=1 d=0.071719 t=7235
jing xuan 	精選	c=1 d=0.995012 t=7235
jing ya 	驚訝	c=0 d=0.0491644 t=7235
jing yan 	驚豔	c=1 d=0.752014 t=7235
jing zhen 	晶振	c=3 d=2.12283 t=7235
jiu 	久	c=2 d=0.759572 t=7235
jiu 	就	c=39 d=3.3552 t=7235
jiu ban 	舊版	c=1 d=0.677057 t=7235
jiu bi xu 	就必須	c=1 d=0.0566989 t=7235
jiu bian 	就變	c=0 d=0.0193013 t=7235
jiu bu 	就不	c=1 d=0.00634556 t=7235
jiu bu hui 	就不會	c=1 d=0.00240549 t=7235
jiu dui 	就對	c=1 d=0.860708 t=7235
jiu gai 	就該	c=1 d=1 t=7198
jiu hao 	就好	c=4 d=0.706271 t=7235
jiu hen shao 	就很少	c=1 d=0.440432 t=7235
jiu hui 	就會	c=2 d=0.358886 t=7235
jiu jie 	糾結	c=1 d=0.018043 t=7235
jiu jing 	究竟	c=1 d=0.0590129 t=7235
jiu kai shi 	就開始	c=1 d=0.491644 t=7235
jiu ke yi 	就可以	c=4 d=1.62252 t=7235
jiu mei le 	就沒了	c=1 d=0.524663 t=7235
jiu neng 	就能	c=1 d=0.644036 t=7235
jiu shi 	就是	c=28 d=0.944708 t=7235
jiu shu 	救贖	c=1 d=1 t=7143
jiu shuo 	就說	c=1 d=0.657047 t=7235
jiu xing 	就行	c=1 d=0.744532 t=7235
jiu yuan 	久遠	c=1 d=0.321422 t=7235
jiu yue 	九月	c=1 d=0.865022 t=7235
jiu zhi dao 	就知道	c=1 d=0.18452 t=7235
jiu zhi neng 	就只能	c=1 d=0.235746 t=7235
ju 	句	c=1 d=0.38868 t=7235
ju can 	聚餐	c=1 d=1 t=6964
ju duo 	居多	c=1 d=0.847894 t=7235
ju hua 	句話	c=1 d=0.843665 t=7235
ju qi 	舉起	c=3 d=2.96536 t=7016
ju qi shou lai 	舉起手來	c=2 d=1.99501 t=7021
ju zi 	橘子	c=0 d=0.0873716 t=7235
ju zi hai 	橘子海	c=1 d=0.878095 t=7235
juan 	卷	c=1 d=0.108609 t=7235
jue de 	覺得	c=13 d=1.37639 t=7235
jue di 	絕地	c=1 d=0.191092 t=7235
jue dui 	絕對	c=1 d=0.187308 t=7235
jue huo 	絕活	c=1 d=0.064894 t=7235
jue shi 	絕世	c=2 d=1.74745 t=7235
jun jie 	俊傑	c=1 d=0.045502 t=7235
jun shi 	軍事	c=1 d=0.0746459 t=7235
ka 	卡	c=0 d=0.0562705 t=7235
ka si 	卡死	c=4 d=1.26835 t=7235
kai fa 	開發	c=10 d=1.1576 t=7235
kai fan 	開飯	c=1 d=0.594521 t=7235
kai fang 	開放	c=3 d=0.0291859 t=7235
kai hui 	開會	c=1 d=0.14808 t=7235
kai men 	開門	c=1 d=0.298978 t=7235
kai qi 	開啓	c=5 d=1.95623 t=7235
kai shi 	開始	c=7 d=0.704688 t=7235
kai tou 	開頭	c=4 d=0.463013 t=7235
kai xin 	開心	c=2 d=0.034562 t=7235
kan 	看	c=20 d=2.2695 t=7235
kan dai 	看待	c=2 d=0.983868 t=7235
kan dao 	看到	c=2 d=0.484449 t=7235
kan de 	看得	c=1 d=0.145148 t=7235
kan dian ying 	看電影	c=1 d=0.562705 t=7235
kan jia 	砍價	c=1 d=0.729789 t=7235
kan jian 	看見	c=1 d=0.236928 t=7235
kan kan 	看看	c=4 d=0.875073 t=7235
kan lai 	看來	c=2 d=0.0766055 t=7235
kan na 	看那	c=1 d=0.609571 t=7235
kan qing 	看清	c=3 d=1.3329 t=7235
kan xia 	看下	c=1 d=0.449329 t=7235
kan zhe 	看着	c=2 d=0.0843118 t=7235
kao 	靠	c=3 d=1.08541 t=7235
kao long 	靠攏	c=1 d=0.261846 t=7235
kao lv 	考慮	c=1 d=1 t=7042
kao qi 	靠齊	c=1 d=0.0162445 t=7235
kao sheng 	考生	c=1 d=0.198891 t=7235
ke 	可	c=5 d=1.24971 t=7235
ke bu shi 	可不是	c=1 d=0.516851 t=7235
ke hu 	客戶	c=2 d=0.663057 t=7235
ke hu duan 	客戶端	c=1 d=0.621885 t=7235
ke long 	克隆	c=2 d=1.27583 t=7235
ke neng 	可能	c=7 d=1.29354 t=7235
ke shi 	可是	c=1 d=0.0232837 t=7235
ke shi you 	可是有	c=1 d=0.339596 t=7235
ke xi 	可惜	c=2 d=0.798516 t=7235
ke yao 	可要	c=1 d=0.151829 t=7235
ke yi 	可以	c=22 d=1.94143 t=7235
ke yi bu 	可以不	c=2 d=0.486752 t=7235
ke yi ke yi 	可以可以	c=8 d=0.92858 t=7235
ken ding 	肯定	c=3 d=0.198891 t=7235
kong 	空	c=1 d=0.0837432 t=7235
kong diao 	空調	c=1 d=0.748264 t=7235
kong ge 	空格	c=2 d=0.107769 t=7235
kong ge jian 	空格鍵	c=1 d=0.0502874 t=7235
kong jian 	空間	c=1 d=0.67032 t=7235
kong ming 	孔明	c=0 d=0.0207008 t=7235
kong ming gao zhi 	孔明告知	c=1 d=0.208045 t=7235
kong tian 	空天	c=1 d=0.540641 t=7235
kong zhi 	控制	c=2 d=1.13738 t=7235
ku 	哭	c=1 d=0.0930145 t=7235
ku 	庫	c=2 d=0.941765 t=7235
kuai 	塊	c=5 d=2.15246 t=7235
kuai 	快	c=4 d=0.359503 t=7235
kuai dian 	快點	c=1 d=0.0788664 t=7235
kuai hao duo 	快好多	c=1 d=0.612626 t=7235
kuai jie 	快捷	c=1 d=0.960789 t=7235
kuai jie jian 	快捷鍵	c=1 d=0.995012 t=7235
kuai la 	快啦	c=2 d=1.66637 t=7235
kuai su 	快速	c=1 d=0.339596 t=7235
kuai tian 	快天	c=1 d=0.232236 t=7235
kuan dai 	款待	c=1 d=0.470011 t=7235
kuang 	礦	c=1 d=0.205975 t=7235
kuang jia 	框架	c=2 d=0.130775 t=7235
kui 	虧	c=1 d=0.744532 t=7235
kui le 	虧了	c=1 d=0.559898 t=7235
kun nan le 	困難了	c=1 d=0.00301245 t=7235
kuo hao 	括號	c=1 d=0.843665 t=7235
kuo zhan 	擴展	c=1 d=0.00900478 t=7235
la 	啦	c=11 d=1.05735 t=7235
la jin lai 	拉進來	c=0 d=0.0276651 t=7235
la jin qu 	拉進去	c=1 d=0.729789 t=7235
lai 	來	c=8 d=0.60857 t=7235
lai ba 	來吧	c=1 d=0.97531 t=7235
lai ge 	來個	c=1 d=0.0685632 t=7235
lai le 	來了	c=2 d=1.97516 t=7235
lai long 	來龍	c=1 d=0.113042 t=7235
lan 	爛	c=1 d=0.0214936 t=7235
lan guang 	藍光	c=1 d=0.683861 t=7235
lang fei 	浪費	c=1 d=0.516851 t=7235
lao 	老	c=7 d=1.36897 t=7235
lao ban 	老闆	c=10 d=1.76382 t=7235
lao ge 	老歌	c=1 d=0.571209 t=7235
lao hu 	老虎	c=2 d=0.00296953 t=7235
lao liu 	老六	c=4 d=1.2087 t=7235
lao qian 	老千	c=1 d=0.225373 t=7235
lao shi 	老師	c=1 d=0.818731 t=7235
lao si 	老四	c=5 d=1.63877 t=7235
lao wai 	老外	c=1 d=0.249075 t=7235
lao yuan gong 	老員工	c=1 d=0.00501661 t=7235
le 	了	c=203 d=9.20954 t=7235
le guan 	樂觀	c=1 d=0.0916297 t=7235
le ma 	了嗎	c=3 d=0.981598 t=7235
le yi 	了一	c=1 d=1 t=6925
le yi xia 	了一下	c=1 d=0.0301974 t=7235
lei 	淚	c=1 d=0.66365 t=7235
lei shen 	雷神	c=1 d=1 t=7217
lei shi 	類似	c=2 d=0.198385 t=7235
lei si 	類似	c=3 d=0.228818 t=7235
lei xing 	類型	c=1 d=0.522046 t=7235
leng 	冷	c=1 d=0.543351 t=7235
leng fan 	冷飯	c=1 d=0.171187 t=7235
li 	利	c=1 d=0.506617 t=7235
li 	李	c=2 d=0.0921629 t=7235
li 	裏	c=4 d=0.267087 t=7235
li 	離	c=1 d=0.0258615 t=7235
li bu kai 	離不開	c=1 d=0.0824965 t=7235
li hai 	厲害	c=4 d=0.368907 t=7235
li jie 	理解	c=1 d=0.726149 t=7235
